sender,recipient,timestamp,from_ip,mac
jrobinson@securetech.com,jbaker@securetech.com,Feb 07 2:09:21,23.74.164.69,f9:cb:e3:f4:18:5c
jrobinson@securetech.com,aroberts@securetech.com,Feb 07 2:09:25,23.74.164.69,f9:cb:e3:f4:18:5c
jrobinson@securetech.com,kjohnson@securetech.com,Feb 07 2:09:29,23.74.164.69,f9:cb:e3:f4:18:5c
jrobinson@securetech.com,mmorales@securetech.com,Feb 07 2:09:34,23.74.164.69,f9:cb:e3:f4:18:5c
jrobinson@securetech.com,kjones@securetech.com,Feb 07 2:09:39,23.74.164.69,f9:cb:e3:f4:18:5c
jrobinson@securetech.com,awilson@securetech.com,Feb 07 2:09:43,23.74.164.69,f9:cb:e3:f4:18:5c
jrobinson@securetech.com,jmendoza@securetech.com,Feb 07 2:09:48,23.74.164.69,f9:cb:e3:f4:18:5c
jrobinson@securetech.com,pmccoy@securetech.com,Feb 07 2:09:49,23.74.164.69,f9:cb:e3:f4:18:5c
jrobinson@securetech.com,scalhoun@securetech.com,Feb 07 2:09:52,23.74.164.69,f9:cb:e3:f4:18:5c
jrobinson@securetech.com,jhampton@securetech.com,Feb 07 2:09:55,23.74.164.69,f9:cb:e3:f4:18:5c
jrobinson@securetech.com,nmiranda@securetech.com,Feb 07 2:09:58,23.74.164.69,f9:cb:e3:f4:18:5c
jrobinson@securetech.com,tpeters@securetech.com,Feb 07 2:10:01,23.74.164.69,f9:cb:e3:f4:18:5c
jrobinson@securetech.com,spope@securetech.com,Feb 07 2:10:03,23.74.164.69,f9:cb:e3:f4:18:5c
